,Entry_No,Source,DNA_UNIQUE_ID,DNA_Designation,DNA_Accno_source,IRGC_Number,DNA_VARNAME_source,DNA_Othername_source,ORI_COUNTRY,Unnamed: 8,Genetic_Stock_Accno,Genetic_stock_Designation(varname),total seq count,passed qc seq count,depth,Variety Group (Tree)1,acc_date,acc_id_seed_donor_number,acc_id_seq_num,alkali_tolerance,altitude,apiculus_color,apiculus_color_post_harv,auricle_color,awn_color,awn_presence,bacterial_blight,basal_color,blade_color,blade_pub,blast,cold_tolerance,collar_color,collection_number,culm_angle,culm_diam,culm_length,culm_num,culm_strength,cultural_type,days_to_flower,days_to_head,days_to_mat,days_to_maturity,district,donor_country,drought_1,drought_2,drought_3,drought_4,drought_5,drought_6,drought_7,drought_8,drought_9,elogation,endosperm_color,endosperm_type,fao_in_trust,flag_leaf_angle,flat_leaf_angle,flood_tolerance,grain_len,grain_wid,internode_color,latitude,leaf_angle,leaf_length,leaf_senescence,leaf_texture,leaf_width,lemma_and_palea_color,lemma_and_palea_pub,lemma_color,lemma_color_at_anthesis,ligule_color,ligule_shape,lingule_pub,longitude,multilateral_system,node_color,panicle,panicle_axis,panicle_exerion,panicle_shattering,panicle_thesability,pedigree,previous_name,province,rice_blast,salt_tolerance,seat_coat_color,secondary_branching,seed_coat_color,seedling_height,sheath_blight,source_country,special_traits,species_name,spikelet_fertility,status,stigma_color,subpopulation,town,tungro_virus,varietal_group,variety_group_from_morph,variety_name,village,zinc_def_1
1324,1690,IRRI,IRIS 313-10585,UKON NISHIKI::IRGC 8314-1,IRGC 8314,8314.0,UKON-NISHIKI,,JAPAN,Japan,IRGC 128494,UKON NISHIKI::IRGC 8314-1,,,,Intermediate type,3/22/1962,G.S. 1232,1.0,X,,X,X,Light green,010,010,,Green,Dark green,Pubescent,Susceptible,X,Green,,Erect (1),2,1,81,5,Upland,X,,111,111,,JAPAN,2,X,X,5,8,8,X,X,X,X,White,Non-glutinous(non-waxy),Yes,X,1,X,7,3,1,34,,51-70 cm,1,,2,020,X,1,Strong(no lodging),Whitish,,Green,134,Yes,,1,000,0,X,1,,,,,X,010,X,Susceptible,Short (,,JAPAN,,O. sativa,3,,2,A,,0,Japonica,,UKON-NISHIKI,,X
1325,669,IRRI,IRIS 313-10076,SHINA MOCHI::IRGC 74523-1-1,IRGC 74523,74523.0,SHINA MOCHI,,JAPAN,Japan,IRGC 125900,SHINA MOCHI::IRGC 74523-1,30405612.0,30405612.0,6.3,Japonica,4/21/1986,NIAR 040203,2.0,X,,020,X,Light green,010,020,,Green,Dark green,Pubescent,,X,Light green,,Erect (2),1,1,80,5,Upland,X,,110,110,,JAPAN,X,X,X,X,X,X,X,X,X,X,White,Glutinous(waxy),Yes,1,3,X,8,3,3,34,Intermediate(3),91-110 cm,5,,2,020,4,2,Moderately strong(most plants leaning),Whitish,2-Cleft,Light gold,134,Yes,Green,1,000,0,1,5,,,,,X,010,2,,Intermediate (30-59 cm),,JAPAN,,O. sativa,3,Landrace/Traditional cultivar,2,A,,0,Indica,,SHINA MOCHI,,X
1325,669,IRRI,IRIS 313-10076,SHINA MOCHI::IRGC 74523-1-1,IRGC 74523,74523.0,SHINA MOCHI,,JAPAN,Japan,IRGC 125900,SHINA MOCHI::IRGC 74523-1,30405612.0,30405612.0,6.3,Japonica,4/21/1986,NIAR 040203,2.0,X,,020,X,Light green,010,020,,Green,Dark green,Pubescent,,X,Light green,,Erect (2),1,1,80,5,Upland,X,,110,110,,JAPAN,X,X,X,X,X,X,X,X,X,X,White,Glutinous(waxy),Yes,1,3,X,8,3,3,34,Intermediate(3),91-110 cm,5,,2,020,4,2,Moderately strong(most plants leaning),Whitish,2-Cleft,Light gold,134,Yes,Green,1,000,0,1,5,,,,,X,010,2,,Intermediate (30-59 cm),,JAPAN,,O. sativa,3,Landrace/Traditional cultivar,2,A,,0,Indica,,SHINA MOCHI,,X
1326,665,IRRI,IRIS 313-10071,CHIYODA WASE::IRGC 74467-1-1,IRGC 74467,74467.0,CHIYODA WASE,,JAPAN,Japan,IRGC 125705,CHIYODA WASE::IRGC 74467-1,41779864.0,41779864.0,8.7,Japonica,4/21/1986,NIAR 040117,1.0,X,,020,X,Light green,010,020,,Green,Green,Pubescent,,X,Light green,,Erect (1),1,2,84,3,Upland,X,,114,114,,JAPAN,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,5,9,8,3,1,34,Erect(1),51-70 cm,1,,3,020,4,2,Strong(no lodging),Whitish,2-Cleft,Green,134,Yes,Green,7,000,0,1,5,,,,,X,010,2,,Intermediate (30-59 cm),,JAPAN,,O. sativa,3,Landrace/Traditional cultivar,2,A,,0,Indica,,CHIYODA WASE,,X
1326,665,IRRI,IRIS 313-10071,CHIYODA WASE::IRGC 74467-1-1,IRGC 74467,74467.0,CHIYODA WASE,,JAPAN,Japan,IRGC 125705,CHIYODA WASE::IRGC 74467-1,41779864.0,41779864.0,8.7,Japonica,4/21/1986,NIAR 040117,1.0,X,,020,X,Light green,010,020,,Green,Green,Pubescent,,X,Light green,,Erect (1),1,2,84,3,Upland,X,,114,114,,JAPAN,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,5,9,8,3,1,34,Erect(1),51-70 cm,1,,3,020,4,2,Strong(no lodging),Whitish,2-Cleft,Green,134,Yes,Green,7,000,0,1,5,,,,,X,010,2,,Intermediate (30-59 cm),,JAPAN,,O. sativa,3,Landrace/Traditional cultivar,2,A,,0,Indica,,CHIYODA WASE,,X
1327,674,IRRI,IRIS 313-10082,KYUUSHUU::IRGC 74558-1-1,IRGC 74558,74558.0,KYUUSHUU,,JAPAN,Japan,IRGC 125816,KYUUSHUU::IRGC 74558-1,41881202.0,41881202.0,8.7,Japonica,4/21/1986,NIAR 040176,1.0,X,,020,052,Light green,080,052,,Green,Dark green,Pubescent,,X,Light green,,Open (5),2,1,85,5,Upland,X,,115,115,,JAPAN,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,5,9,8,3,3,34,Erect(2),51-70 cm,3,,2,020,4,2,Moderately strong(most plants leaning),Whitish,Acute to acuminate,Light gold,134,Yes,Green,1,040,1,1,9,,,,,X,010,2,,Short (,,JAPAN,,O. sativa,5,Landrace/Traditional cultivar,2,A,,0,Japonica,,KYUUSHUU,,X
1327,674,IRRI,IRIS 313-10082,KYUUSHUU::IRGC 74558-1-1,IRGC 74558,74558.0,KYUUSHUU,,JAPAN,Japan,IRGC 125816,KYUUSHUU::IRGC 74558-1,41881202.0,41881202.0,8.7,Japonica,4/21/1986,NIAR 040176,1.0,X,,020,052,Light green,080,052,,Green,Dark green,Pubescent,,X,Light green,,Open (5),2,1,85,5,Upland,X,,115,115,,JAPAN,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,5,9,8,3,3,34,Erect(2),51-70 cm,3,,2,020,4,2,Moderately strong(most plants leaning),Whitish,Acute to acuminate,Light gold,134,Yes,Green,1,040,1,1,9,,,,,X,010,2,,Short (,,JAPAN,,O. sativa,5,Landrace/Traditional cultivar,2,A,,0,Japonica,,KYUUSHUU,,X
1328,672,IRRI,IRIS 313-10079,DANGO MOCHI::IRGC 74551-1-1,IRGC 74551,74551.0,DANGO MOCHI,,JAPAN,Japan,IRGC 125722,DANGO MOCHI::IRGC 74551-1,44652012.0,44652012.0,9.3,Japonica,4/21/1986,IBARAKI 582,1.0,X,,020,020,Light green,010,020,,Green,Dark green,Pubescent,,X,Light green,,Erect (1),1,1,85,3,Upland,X,,115,115,,JAPAN,X,X,X,X,X,X,X,X,X,X,White,Glutinous(waxy),Yes,1,5,X,9,3,1,34,Erect(1),71-90 cm,1,,3,020,4,2,Strong(no lodging),Whitish,2-Cleft,Green,134,Yes,Green,3,000,0,5,5,,,,,X,010,2,,Intermediate (30-59 cm),,JAPAN,,O. sativa,1,Landrace/Traditional cultivar,3,A,,0,Indica,,DANGO MOCHI,,X
1328,672,IRRI,IRIS 313-10079,DANGO MOCHI::IRGC 74551-1-1,IRGC 74551,74551.0,DANGO MOCHI,,JAPAN,Japan,IRGC 125722,DANGO MOCHI::IRGC 74551-1,44652012.0,44652012.0,9.3,Japonica,4/21/1986,IBARAKI 582,1.0,X,,020,020,Light green,010,020,,Green,Dark green,Pubescent,,X,Light green,,Erect (1),1,1,85,3,Upland,X,,115,115,,JAPAN,X,X,X,X,X,X,X,X,X,X,White,Glutinous(waxy),Yes,1,5,X,9,3,1,34,Erect(1),71-90 cm,1,,3,020,4,2,Strong(no lodging),Whitish,2-Cleft,Green,134,Yes,Green,3,000,0,5,5,,,,,X,010,2,,Intermediate (30-59 cm),,JAPAN,,O. sativa,1,Landrace/Traditional cultivar,3,A,,0,Indica,,DANGO MOCHI,,X
1329,670,IRRI,IRIS 313-10077,TAMASHIRO HIKARI::IRGC 74534-1-1,IRGC 74534,74534.0,TAMASHIRO HIKARI,,JAPAN,Japan,IRGC 125917,TAMASHIRO HIKARI::IRGC 74534-1,53786868.0,53786868.0,11.2,Japonica,4/21/1986,IBARAKI 141,2.0,X,,020,X,Light green,010,052,,Green,Green,Pubescent,,X,Light green,,Intermediate (3),1,2,84,5,Upland,X,,114,114,,JAPAN,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,5,9,7,3,1,34,Erect(1),71-90 cm,1,,2,053,4,2,Strong(no lodging),Whitish,2-Cleft,Light gold,134,Yes,Green,3,000,0,1,9,,,,,X,010,2,,Intermediate (30-59 cm),,JAPAN,,O. sativa,1,Landrace/Traditional cultivar,2,A,,0,Indica,,TAMASHIRO HIKARI,,X
1329,670,IRRI,IRIS 313-10077,TAMASHIRO HIKARI::IRGC 74534-1-1,IRGC 74534,74534.0,TAMASHIRO HIKARI,,JAPAN,Japan,IRGC 125917,TAMASHIRO HIKARI::IRGC 74534-1,53786868.0,53786868.0,11.2,Japonica,4/21/1986,IBARAKI 141,2.0,X,,020,X,Light green,010,052,,Green,Green,Pubescent,,X,Light green,,Intermediate (3),1,2,84,5,Upland,X,,114,114,,JAPAN,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,5,9,7,3,1,34,Erect(1),71-90 cm,1,,2,053,4,2,Strong(no lodging),Whitish,2-Cleft,Light gold,134,Yes,Green,3,000,0,1,9,,,,,X,010,2,,Intermediate (30-59 cm),,JAPAN,,O. sativa,1,Landrace/Traditional cultivar,2,A,,0,Indica,,TAMASHIRO HIKARI,,X
1330,667,IRRI,IRIS 313-10074,RIKU AIKOKU::IRGC 74514-1-1,IRGC 74514,74514.0,RIKU AIKOKU,,JAPAN,Japan,IRGC 125884,RIKU AIKOKU::IRGC 74514-1,55431450.0,55431450.0,11.5,Japonica,4/21/1986,IBARAKI 53,2.0,X,,020,X,Light green,080,080,,Green,Dark green,Pubescent,,X,Light green,,Erect (1),1,1,74,5,Upland,X,,104,104,,JAPAN,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,7,X,7,3,1,34,Erect(2),51-70 cm,1,,2,020,4,2,Strong(no lodging),Whitish,2-Cleft,Light gold,134,Yes,Green,1,020,1,1,9,,,,,X,010,2,,Intermediate (30-59 cm),,JAPAN,,O. sativa,3,Landrace/Traditional cultivar,2,A,,0,Indica,,RIKU AIKOKU,,X
1330,667,IRRI,IRIS 313-10074,RIKU AIKOKU::IRGC 74514-1-1,IRGC 74514,74514.0,RIKU AIKOKU,,JAPAN,Japan,IRGC 125884,RIKU AIKOKU::IRGC 74514-1,55431450.0,55431450.0,11.5,Japonica,4/21/1986,IBARAKI 53,2.0,X,,020,X,Light green,080,080,,Green,Dark green,Pubescent,,X,Light green,,Erect (1),1,1,74,5,Upland,X,,104,104,,JAPAN,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,7,X,7,3,1,34,Erect(2),51-70 cm,1,,2,020,4,2,Strong(no lodging),Whitish,2-Cleft,Light gold,134,Yes,Green,1,020,1,1,9,,,,,X,010,2,,Intermediate (30-59 cm),,JAPAN,,O. sativa,3,Landrace/Traditional cultivar,2,A,,0,Indica,,RIKU AIKOKU,,X
1331,666,IRRI,IRIS 313-10073,OWARI MOCHI::IRGC 74513-1-1,IRGC 74513,74513.0,OWARI MOCHI,,JAPAN,Japan,IRGC 125864,OWARI MOCHI::IRGC 74513-1,57769212.0,57769212.0,12.0,Japonica,4/21/1986,NIAR 040089,1.0,X,,020,X,Light green,010,020,,Green,Dark green,Pubescent,,X,Light green,,Erect (1),1,1,81,5,Upland,X,,111,111,,JAPAN,X,X,X,X,X,X,X,X,X,X,White,Glutinous(waxy),Yes,1,4,9,8,3,1,34,Erect(2),71-90 cm,1,,2,020,4,2,Strong(no lodging),Whitish,2-Cleft,Green,134,Yes,Green,7,020,1,1,9,,,,,X,010,2,,Intermediate (30-59 cm),,JAPAN,,O. sativa,1,Landrace/Traditional cultivar,2,A,,0,Indica,,OWARI MOCHI,,X
1331,666,IRRI,IRIS 313-10073,OWARI MOCHI::IRGC 74513-1-1,IRGC 74513,74513.0,OWARI MOCHI,,JAPAN,Japan,IRGC 125864,OWARI MOCHI::IRGC 74513-1,57769212.0,57769212.0,12.0,Japonica,4/21/1986,NIAR 040089,1.0,X,,020,X,Light green,010,020,,Green,Dark green,Pubescent,,X,Light green,,Erect (1),1,1,81,5,Upland,X,,111,111,,JAPAN,X,X,X,X,X,X,X,X,X,X,White,Glutinous(waxy),Yes,1,4,9,8,3,1,34,Erect(2),71-90 cm,1,,2,020,4,2,Strong(no lodging),Whitish,2-Cleft,Green,134,Yes,Green,7,020,1,1,9,,,,,X,010,2,,Intermediate (30-59 cm),,JAPAN,,O. sativa,1,Landrace/Traditional cultivar,2,A,,0,Indica,,OWARI MOCHI,,X
1332,673,IRRI,IRIS 313-10080,HIRAKAWA OKUTE::IRGC 74554-1-1,IRGC 74554,74554.0,HIRAKAWA OKUTE,,JAPAN,Japan,IRGC 125762,HIRAKAWA OKUTE::IRGC 74554-1,64722600.0,64722600.0,13.4,Japonica,4/21/1986,IBARAKI 546,1.0,X,,020,020,Light green,010,020,,Green,Dark green,Pubescent,,X,Light green,,Erect (1),4,1,78,1,Upland,X,,108,108,,JAPAN,X,X,X,X,X,X,X,X,X,X,White,Glutinous(waxy),Yes,1,5,9,8,3,1,34,Erect(1),91-110 cm,1,,2,053,4,2,Strong(no lodging),Whitish,2-Cleft,Light gold,134,Yes,Green,3,020,1,1,9,,,,,X,010,2,,Intermediate (30-59 cm),,JAPAN,,O. sativa,3,Landrace/Traditional cultivar,3,A,,0,Intermediate(hybrid),,HIRAKAWA OKUTE,,X
1332,673,IRRI,IRIS 313-10080,HIRAKAWA OKUTE::IRGC 74554-1-1,IRGC 74554,74554.0,HIRAKAWA OKUTE,,JAPAN,Japan,IRGC 125762,HIRAKAWA OKUTE::IRGC 74554-1,64722600.0,64722600.0,13.4,Japonica,4/21/1986,IBARAKI 546,1.0,X,,020,020,Light green,010,020,,Green,Dark green,Pubescent,,X,Light green,,Erect (1),4,1,78,1,Upland,X,,108,108,,JAPAN,X,X,X,X,X,X,X,X,X,X,White,Glutinous(waxy),Yes,1,5,9,8,3,1,34,Erect(1),91-110 cm,1,,2,053,4,2,Strong(no lodging),Whitish,2-Cleft,Light gold,134,Yes,Green,3,020,1,1,9,,,,,X,010,2,,Intermediate (30-59 cm),,JAPAN,,O. sativa,3,Landrace/Traditional cultivar,3,A,,0,Intermediate(hybrid),,HIRAKAWA OKUTE,,X
1333,671,IRRI,IRIS 313-10078,YOSHINO MOCHI::IRGC 74550-1-1,IRGC 74550,74550.0,YOSHINO MOCHI,,JAPAN,Japan,IRGC 125947,YOSHINO MOCHI::IRGC 74550-1,73172826.0,73172826.0,15.2,Japonica,4/21/1986,NIAR 040090,1.0,X,,020,X,Light green,010,020,,Green,Green,Pubescent,,X,Light green,,Erect (1),1,1,78,3,Upland,X,,108,108,,JAPAN,X,X,X,X,X,X,X,X,X,X,White,Glutinous(waxy),Yes,1,7,9,9,3,1,34,Erect(2),51-70 cm,1,,2,020,4,2,Strong(no lodging),Whitish,2-Cleft,Light gold,134,Yes,Green,5,000,0,1,1,,,,,X,010,2,,Intermediate (30-59 cm),,JAPAN,,O. sativa,1,Landrace/Traditional cultivar,2,A,,0,Indica,,YOSHINO MOCHI,,X
1333,671,IRRI,IRIS 313-10078,YOSHINO MOCHI::IRGC 74550-1-1,IRGC 74550,74550.0,YOSHINO MOCHI,,JAPAN,Japan,IRGC 125947,YOSHINO MOCHI::IRGC 74550-1,73172826.0,73172826.0,15.2,Japonica,4/21/1986,NIAR 040090,1.0,X,,020,X,Light green,010,020,,Green,Green,Pubescent,,X,Light green,,Erect (1),1,1,78,3,Upland,X,,108,108,,JAPAN,X,X,X,X,X,X,X,X,X,X,White,Glutinous(waxy),Yes,1,7,9,9,3,1,34,Erect(2),51-70 cm,1,,2,020,4,2,Strong(no lodging),Whitish,2-Cleft,Light gold,134,Yes,Green,5,000,0,1,1,,,,,X,010,2,,Intermediate (30-59 cm),,JAPAN,,O. sativa,1,Landrace/Traditional cultivar,2,A,,0,Indica,,YOSHINO MOCHI,,X
1334,561,IRRI,IRIS 313-9523,RIKUTO KEMOCHI::IRGC 2719-1-1,IRGC 2719,2719.0,RIKUTO KEMOCHI,,JAPAN,Japan,IRGC 117569,RIKUTO KEMOCHI,,,,Japonica,,PI 226195,1.0,X,,X,X,Light green,010,080,Highly susceptible,Green,Dark green,Pubescent,Susceptible,X,Green,,Erect (1),2,2,69,5,,X,,99,99,,UNITED STATES,3,7,X,7,X,9,X,X,X,X,White,Glutinous(waxy),Yes,X,9,X,7,3,1,34,,51-70 cm,1,,2,020,X,2,Strong(no lodging),Whitish,,Green,134,Yes,,1,080,5,X,1,,,,Highly susceptible,X,010,X,Susceptible,Short (,,JAPAN,,O. sativa,3,Released/Improved/advanced cultivar,2,A,,0,Japonica,,RIKUTO KEMOCHI,,X
1335,602,IRRI,IRIS 313-10057,CHUGOKU 68 HEN::IRGC 72514-1-1,IRGC 72514,72514.0,CHUGOKU 68 HEN,,JAPAN,Japan,IRGC 125707,CHUGOKU 68 HEN::IRGC 72514-1,31451772.0,28947946.0,6.0,Temperate japonica,1/6/1986,,,X,,020,X,Light green,010,020,Susceptible,Green,Green,Pubescent,,X,Light green,,Erect (1),2,1,62,3,,X,,92,92,,JAPAN,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,3,X,7,3,1,34,Erect(1),51-70 cm,1,,3,020,2,1,Strong(no lodging),Whitish,2-Cleft,Green,134,Yes,Green,5,000,0,1,1,,,,Susceptible,X,010,2,,Intermediate (30-59 cm),,JAPAN,,O. sativa,3,Released/Improved/advanced cultivar,2,A,,0,Japonica,,CHUGOKU 68 HEN,,X
1336,570,IRRI,IRIS 313-9002,KOTOBUKI MOCHI::IRGC 2545-1-1,IRGC 2545,2545.0,KOTOBUKI MOCHI,,JAPAN,Japan,IRGC 117518,KOTOBUKI MOCHI,44184598.0,41089289.0,8.5,Temperate japonica,,PI 202975,1.0,X,,X,X,Light green,010,010,,Green,Dark green,Pubescent,Moderately resistant,X,Green,,Erect (1),2,1,69,5,,X,,99,99,,UNITED STATES,3,5,X,7,X,9,X,X,X,X,White,Glutinous(waxy),Yes,X,5,X,7,3,1,34,,51-70 cm,1,,2,020,X,2,Strong(no lodging),Whitish,,Green,134,Yes,,1,000,0,X,1,,,,,X,010,X,Moderately resistant,Short (,,JAPAN,,O. sativa,5,Released/Improved/advanced cultivar,2,A,,0,Japonica,,KOTOBUKI MOCHI,,X
1337,601,IRRI,IRIS 313-10056,HOKURIKU 52::IRGC 72491-1-1,IRGC 72491,72491.0,HOKURIKU 52,,JAPAN,Japan,IRGC 125763,HOKURIKU 52::IRGC 72491-1,46555254.0,46555254.0,9.7,Temperate japonica,1/2/1986,V 040820,1.0,X,,020,X,Light green,010,020,Susceptible,Green,Dark green,Pubescent,,X,Light green,,Erect (1),4,1,52,5,,X,,82,82,,JAPAN,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,3,9,7,3,1,34,Erect(1),51-70 cm,1,,3,020,4,1,Strong(no lodging),Whitish,2-Cleft,Green,134,Yes,Green,5,000,0,1,1,,,,Susceptible,X,010,2,,Intermediate (30-59 cm),,JAPAN,,O. sativa,1,,2,A,,0,Intermediate(hybrid),,HOKURIKU 52,,X
1338,582,IRRI,IRIS 313-9769,MURASAHITSUTSURI::IRGC 2493-1-1,IRGC 2493,2493.0,MURASAHITSUTSURI,,JAPAN,Japan,IRGC 125846,MURASAHITSUTSURI::IRGC 2493-1,49279202.0,49279202.0,10.2,Temperate japonica,,PI 162110,1.0,X,,080,X,Purple,080,080,Moderately susceptible,Purple,Purple,Pubescent,Susceptible,X,Purple,,Erect (1),2,1,80,5,,X,,110,110,,UNITED STATES,1,5,X,5,X,7,X,X,X,X,White,Non-glutinous(non-waxy),Yes,X,1,X,6,3,7,34,,51-70 cm,1,,2,020,X,2,Weak(most plants nearly flat),Purple,,Purple,134,Yes,,1,080,5,X,1,,,,Moderately susceptible,X,010,X,Susceptible,Short (,,JAPAN,,O. sativa,5,Breeding and inbred line,2,A,,0,Japonica,,MURASAHITSUTSURI,,X
1339,589,IRRI,IRIS 313-9884,FUKUSHIMA MOCHI (GLUT)::IRGC 19296-1-1,IRGC 19296,19296.0,FUKUSHIMA-MOCHI(GLUT.),,JAPAN,Japan,IRGC 125743,FUKUSHIMA MOCHI (GLUT)::IRGC 19296-1,53173190.0,53173190.0,11.0,Temperate japonica,3/28/1973,,,X,,020,020,Light green,010,080,Susceptible,Green,Dark green,Pubescent,,X,Light green,,Erect (1),2,1,111,3,,X,,141,141,,JAPAN,5,X,1,X,4,9,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,5,X,7,3,1,34,Erect(1),51-70 cm,1,,2,020,4,1,Strong(no lodging),Whitish,2-Cleft,Green,134,Yes,Green,1,000,0,3,5,,,,Susceptible,X,010,2,,Intermediate (30-59 cm),,JAPAN,Glutinous,O. sativa,3,,2,A,,0,Japonica,,FUKUSHIMA-MOCHI(GLUT.),,X
1340,572,IRRI,IRIS 313-9228,HOKUSETSU::IRGC 65705-1-1,IRGC 65705,65705.0,HOKUSETSU,,JAPAN,Japan,IRGC 125764,HOKUSETSU::IRGC 65705-1,73281728.0,68036614.0,14.1,Temperate japonica,3/16/1984,,,X,,070,X,Light green,010,052,,Green,Dark green,Pubescent,,X,Light green,,Erect (1),2,1,72,5,,X,,102,102,,AUSTRALIA,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,3,X,7,3,1,34,Erect(1),51-70 cm,1,,3,020,5,2,Strong(no lodging),Whitish,2-Cleft,Green,134,Yes,,3,070,1,1,1,,,,,X,010,2,,Intermediate (30-59 cm),,JAPAN,,O. sativa,3,Breeding and inbred line,2,A,,0,Japonica,,HOKUSETSU,,X
1341,568,IRRI,IRIS 313-8755,NORIN 6::IRGC 2633-1-1,IRGC 2633,2633.0,NORIN 6,,JAPAN,Japan,IRGC 126120,NORIN 6::IRGC 2633-1,99132372.0,92004983.0,19.1,Temperate japonica,,PI 224852,1.0,X,,X,X,Light green,010,010,Susceptible,Green,Dark green,Pubescent,Susceptible,X,Green,,Erect (1),2,1,69,5,,X,,99,99,,UNITED STATES,7,7,X,7,X,9,X,X,X,X,White,Non-glutinous(non-waxy),Yes,X,9,X,7,3,1,34,,71-90 cm,1,,2,020,X,2,Strong(no lodging),Whitish,,Green,134,Yes,,1,000,0,X,1,,,,Susceptible,X,010,X,Susceptible,Short (,,JAPAN,,O. sativa,5,Breeding and inbred line,3,A,,0,Japonica,,NORIN 6,,X
1342,1670,IRRI,IRIS 313-10564,250 KUNGANI 1::IRGC 7370-1,IRGC 7370,7370.0,250 KUNGANI 1,,JAPAN,Japan,IRGC 128209,250 KUNGANI 1::IRGC 7370-1,,,,Temperate japonica,,PI 187162,1.0,X,,X,X,Light green,010,070,,Green,Green,Pubescent,Moderately resistant,X,Green,,Erect (1),1,1,84,3,,X,,114,114,,UNITED STATES,5,5,5,6,6,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,X,5,X,7,3,7,34,,91-110 cm,1,,2,020,X,2,Weak(most plants nearly flat),Whitish,,Green,134,Yes,,1,000,0,X,5,,,,,X,010,X,Moderately resistant,Intermediate (30-59 cm),,JAPAN,,O. sativa,3,Breeding and inbred line,3,A,,0,Indica,,250 KUNGANI 1,,X
1343,93,IRRI,IRIS 313-9438,7507-137::IRGC 40081-1-1,IRGC 40081,40081.0,7507-137,,JAPAN,Japan,IRGC 121242,7507-137::IRGC 40081-1,,,,Temperate japonica,8/10/1977,OYT 7829,1.0,X,,020,X,Light green,010,020,Susceptible,Green,Dark green,Pubescent,,X,Light green,,Erect (1),2,1,64,5,,X,,94,94,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,2,5,X,7,3,1,34,Erect(1),71-90 cm,2,,2,020,4,2,Strong(no lodging),Whitish,2-Cleft,Green,134,Yes,,1,000,0,1,7,,,,Susceptible,8,010,2,,Intermediate (30-59 cm),,JAPAN,,O. sativa,1,,3,A,,0,Japonica,,7507-137,,X
1344,2288,IRRI,IRIS 313-11246,7516-14::IRGC 40090-1,IRGC 40090,40090.0,7516-14,,JAPAN,Japan,,7516-14::IRGC 40090-3,,,,Temperate japonica,8/10/1977,OYT 7857,1.0,X,,020,X,Light green,010,020,Susceptible,Green,Dark green,Pubescent,,X,Light green,,Erect (1),2,1,65,5,,X,,95,95,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,5,X,8,3,1,34,Erect(1),51-70 cm,2,,2,020,5,1,Strong(no lodging),Whitish,2-Cleft,Green,134,Yes,,1,000,0,1,8,,,,Susceptible,7,010,2,,Intermediate (30-59 cm),,JAPAN,,O. sativa,1,,2,A,,0,Japonica,,7516-14,,X
1345,1673,IRRI,IRIS 313-10567,AIKAWA 44::IRGC 7676-1,IRGC 7676,7676.0,AIKAWA 44,,JAPAN,Japan,IRGC 128212,AIKAWA 44::IRGC 7676-1,,,,Temperate japonica,12/2/1969,CI 8441,1.0,X,,X,X,Light green,010,010,Moderately susceptible,Green,Dark green,Pubescent,Susceptible,X,Green,,Erect (1),2,2,93,5,Upland,X,,123,123,,UNITED STATES,1,X,X,6,8,8,X,X,X,X,White,Non-glutinous(non-waxy),Yes,X,1,X,7,3,1,34,,51-70 cm,1,,2,020,X,2,Strong(no lodging),Whitish,,Green,134,Yes,,1,000,0,X,1,,,,Moderately susceptible,X,010,X,Susceptible,Short (,,JAPAN,,O. sativa,3,,3,A,,0,Japonica,,AIKAWA 44,,X
1346,1676,IRRI,IRIS 313-10569,BEN KEI::IRGC 7769-1,IRGC 7769,7769.0,BEN-KEI,,JAPAN,Japan,IRGC 128240,BEN KEI::IRGC 7769-1,,,,Temperate japonica,4/2/1963,G.S. 894,1.0,X,,X,X,Light green,010,010,Moderately resistant,Green,Dark green,Pubescent,Susceptible,X,Green,,Erect (1),2,2,93,5,,X,,123,123,,JAPAN,7,5,7,5,X,7,X,X,X,X,White,Non-glutinous(non-waxy),Yes,X,1,X,7,3,1,34,,51-70 cm,1,,2,020,X,2,Strong(no lodging),Whitish,,Green,134,Yes,,1,000,0,X,1,,,,Moderately resistant,X,010,X,Susceptible,Short (,,JAPAN,,O. sativa,3,,3,A,,0,Japonica,,BEN-KEI,,X
